Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
56	SF2Q	where you are when looking at the map and that 's right yeah give you something to do when you	're sitting	in the car You read the map all the time in the car do n't you ? yeah you still	where_RRQ you_PPY are_VBR when_CS looking_VVG at_II the_AT map_NN1 and_CC that_DD1 's_VBZ right_JJ yeah_UH give_VV0 you_PPY something_PN1 to_TO do_VDI when_CS you_PPY	're_VBR sitting_VVG	in_II the_AT car_NN1 You_PPY read_VV0 the_AT map_NN1 all_DB the_AT time_NNT1 in_II the_AT car_NN1 do_VD0 n't_XX you_PPY ?_YQUE yeah_UH you_PPY still_RR		Discussing, explaining, complaining, anecdote telling	Original	Texts within Sample release	S0008 S0012 S0013	3	2012-04-12	2:00:00	ANON's home, Norfolk	2012 Q2	2012	Friends, wider family circle	Buying house, taxes, pensions, politics, recycling, Sat Nav, TV, remote places	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=55	5124817	5124818
57	SF6K	my lovely drills might go right so today we are going to clear down where your lathe is yep that	is standing	up put them strips up round the door put the strips on top of the box thing that we 've	my_APPGE lovely_JJ drills_NN2 might_VM go_VVI right_RR so_RR today_RT we_PPIS2 are_VBR going_VVGK to_TO clear_VVI down_RP where_RRQ your_APPGE lathe_NN1 is_VBZ yep_UH that_DD1	is_VBZ standing_VVG	up_RP put_VV0 them_PPHO2 strips_NN2 up_RP round_II the_AT door_NN1 put_VV0 the_AT strips_NN2 on_II31 top_II32 of_II33 the_AT box_NN1 thing_NN1 that_CST we_PPIS2 've_VH0	no info	Discussing	Revised	Texts within Sample release	S0012 S0013	2	2014-09-25	0:25:56	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	no info	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=56	5149159	5149160
58	SFR2	yeah we should do something like that mm yeah cos I was thinking it 's a shame that my car	is sitting	there and it would be lovely to like be able to yeah have the car insured rather than me and	yeah_UH we_PPIS2 should_VM do_VDI something_PN1 like_II that_DD1 mm_UH yeah_UH cos_CS I_PPIS1 was_VBDZ thinking_VVG it_PPH1 's_VBZ a_AT1 shame_NN1 that_CST my_APPGE car_NN1	is_VBZ sitting_VVG	there_RL and_CC it_PPH1 would_VM be_VBI lovely_JJ to_TO like_VVI be_VBI able_JK to_TO yeah_UH have_VH0 the_AT car_NN1 insured_VVN rather_II21 than_II22 me_PPIO1 and_CC	Talking over lunch	Discussing, explaining, inquiring, anecdote telling	Revised	Texts within Sample release	S0058 S0428	2	2015-09-04	0:15:14	Cambridge University Press Printing House	2015 Q3	2015	Colleagues	Work, plans, holidays, travel, Norway	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=57	5311630	5311631
59	SGMT	we learnt did n't we ? yeah we used to saw the end off a tree which you were you	were sitting	on one side mm yeah they crashed the people used to yeah they 'd do daft things like that yeah	we_PPIS2 learnt_VVD did_VDD n't_XX we_PPIS2 ?_YQUE yeah_UH we_PPIS2 used_VMK to_TO saw_VVD the_AT end_NN1 off_II a_AT1 tree_NN1 which_DDQ you_PPY were_VBDR you_PPY	were_VBDR sitting_VVG	on_II one_MC1 side_NN1 mm_UH yeah_UH they_PPHS2 crashed_VVD the_AT people_NN used_VMK to_TO yeah_UH they_PPHS2 'd_VM do_VDI daft_JJ things_NN2 like_II that_DD1 yeah_UH	no info	Discussing	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-09-22	1:12:41	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	no info	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=58	5613750	5613751
60	SGUA	I 'll shut up sorry I did n't know it was my go I 'm really sorry I 've just	been sitting	there doing nothing erm we did n't notice er you 've been enter- entertaining us you 've got to get	I_PPIS1 'll_VM shut_VVI up_RP sorry_JJ I_PPIS1 did_VDD n't_XX know_VVI it_PPH1 was_VBDZ my_APPGE go_NN1 I_PPIS1 'm_VBM really_RR sorry_JJ I_PPIS1 've_VH0 just_RR	been_VBN sitting_VVG	there_RL doing_VDG nothing_PN1 erm_UH we_PPIS2 did_VDD n't_XX notice_VVI er_UH you_PPY 've_VH0 been_VBN enter-_FU entertaining_VVG us_PPIO2 you_PPY 've_VH0 got_VVN to_TO get_VVI	Friendly family game of scrabble 	Discussing, explaining, Inquiring, complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0428 S0478 S0504 S0608 S0609	5	2016-01-03	0:28:38	ANON & ANON's home, Cambridge	2016 Q1	2016	Close family, partners, very close friends	Playing scrabble, technology, family chatting, talking about the BNC	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=59	5659289	5659290
61	SHK7	put traps down never caught anything no and then I got m- my Jack Russell mm and one night I	was sitting	there in the living room she was --UNCLEARWORD down the carpet mm and I 'm going what 's she doing	put_VVD traps_NN2 down_RP never_RR caught_VVN anything_PN1 no_UH and_CC then_RT I_PPIS1 got_VVD m-_FU my_APPGE Jack_NP1 Russell_NP1 mm_UH and_CC one_MC1 night_NNT1 I_PPIS1	was_VBDZ sitting_VVG	there_RL in_II the_AT living_NN1 room_NN1 she_PPHS1 was_VBDZ --UNCLEARWORD_FU down_II the_AT carpet_NN1 mm_UH and_CC I_PPIS1 'm_VBM going_VVG what_DDQ 's_VBZ she_PPHS1 doing_VDG		Discussing, anecdote telling	Revised	Texts within Sample release	S0255 S0259	2	2014-09-25	0:10:07	Speaker's house	2014 Q3	2014	Acquaintances	Spiders, mice, birds	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=60	5873511	5873512
62	SHLT	practice yeah yeah well while we sat there Andrew had about six texts while we sat there and at I	was sat	there I do n't like it --UNCLEARWORD mind you a couple of them were from --ANONnameF were w- reading them	practice_NN1 yeah_UH yeah_UH well_RR while_CS we_PPIS2 sat_VVD there_RL Andrew_NP1 had_VHD about_RG six_MC texts_NN2 while_CS we_PPIS2 sat_VVD there_RL and_CC at_II I_PPIS1	was_VBDZ sat_VVN	there_RL I_PPIS1 do_VD0 n't_XX like_VVI it_PPH1 --UNCLEARWORD_FU mind_VV0 you_PPY a_AT1 couple_NN1 of_IO them_PPHO2 were_VBDR from_II --ANONnameF_NP1 were_VBDR w-_FU reading_VVG them_PPHO2	Family having a cup of tea.	Discussing, explaining, anecdote telling, telling jokes	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-26	0:22:55	ANON's home, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Texting, germs, toilets	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=61	5886253	5886254
63	SHLT	I did n't realise when you see these erm pundits on the television you know or or football pundits they	're sitting	there they 've got these lug things in have n't they mm or most most of them have got these	I_PPIS1 did_VDD n't_XX realise_VVI when_CS you_PPY see_VV0 these_DD2 erm_UH pundits_NN2 on_II the_AT television_NN1 you_PPY know_VV0 or_CC or_CC football_NN1 pundits_NN2 they_PPHS2	're_VBR sitting_VVG	there_RL they_PPHS2 've_VH0 got_VVN these_DD2 lug_NN1 things_NN2 in_RP have_VH0 n't_XX they_PPHS2 mm_UH or_CC most_DAT most_DAT of_IO them_PPHO2 have_VH0 got_VVN these_DD2	Family having a cup of tea.	Discussing, explaining, anecdote telling, telling jokes	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-26	0:22:55	ANON's home, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Texting, germs, toilets	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=62	5886955	5886956
64	SHTW	a job was n't it ? yeah you 'd wait until after midnight did n't you ? yeah there we	were sitting	there yeah waiting for them to go to sleep we used to wait until they 'd go to bed cos	a_AT1 job_NN1 was_VBDZ n't_XX it_PPH1 ?_YQUE yeah_UH you_PPY 'd_VM wait_VVI until_CS after_II midnight_NNT1 did_VDD n't_XX you_PPY ?_YQUE yeah_UH there_RL we_PPIS2	were_VBDR sitting_VVG	there_RL yeah_UH waiting_VVG for_IF them_PPHO2 to_TO go_VVI to_II sleep_NN1 we_PPIS2 used_VMK to_TO wait_VVI until_CS they_PPHS2 'd_VM go_VVI to_II bed_NN1 cos_CS	Chatting	Discussing, explaining 	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-12-03	1:47:07	Speaker's home	2014 Q4	2014	Close family, partners, very close friends	Rat puppet, handbell ringing, getting eyes tested, travelling on buses	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=63	5934261	5934262
65	SHTW	in the I do n't know where the conservatory it was his front room were n't it ? yeah we	were sitting	in the front room and this old boy came was sitting in there like and we were all sit- sitting	in_II the_AT I_PPIS1 do_VD0 n't_XX know_VVI where_RRQ the_AT conservatory_NN1 it_PPH1 was_VBDZ his_APPGE front_JJ room_NN1 were_VBDR n't_XX it_PPH1 ?_YQUE yeah_UH we_PPIS2	were_VBDR sitting_VVG	in_II the_AT front_JJ room_NN1 and_CC this_DD1 old_JJ boy_NN1 came_VVD was_VBDZ sitting_VVG in_II there_RL like_RR and_CC we_PPIS2 were_VBDR all_DB sit-_FU sitting_VVG	Chatting	Discussing, explaining 	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-12-03	1:47:07	Speaker's home	2014 Q4	2014	Close family, partners, very close friends	Rat puppet, handbell ringing, getting eyes tested, travelling on buses	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=64	5934976	5934977
66	SHTW	his front room were n't it ? yeah we were sitting in the front room and this old boy came	was sitting	in there like and we were all sit- sitting yeah and there was --ANONnameF and me and and your mum	his_APPGE front_JJ room_NN1 were_VBDR n't_XX it_PPH1 ?_YQUE yeah_UH we_PPIS2 were_VBDR sitting_VVG in_II the_AT front_JJ room_NN1 and_CC this_DD1 old_JJ boy_NN1 came_VVD	was_VBDZ sitting_VVG	in_II there_RL like_RR and_CC we_PPIS2 were_VBDR all_DB sit-_FU sitting_VVG yeah_UH and_CC there_EX was_VBDZ --ANONnameF_NP1 and_CC me_PPIO1 and_CC and_CC your_APPGE mum_NN1	Chatting	Discussing, explaining 	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-12-03	1:47:07	Speaker's home	2014 Q4	2014	Close family, partners, very close friends	Rat puppet, handbell ringing, getting eyes tested, travelling on buses	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=65	5934987	5934988
67	SJB4	not saying you wanted them to but they can like if you wanted them to and they can if you	were sitting	here with your son I do n't know you 'd be thinking I think eight years would be enough really	not_XX saying_VVG you_PPY wanted_VVD them_PPHO2 to_TO but_CCB they_PPHS2 can_VM like_VVI if_CSW you_PPY wanted_VVD them_PPHO2 to_II and_CC they_PPHS2 can_VM if_CS you_PPY	were_VBDR sitting_VVG	here_RL with_IW your_APPGE son_NN1 I_PPIS1 do_VD0 n't_XX know_VVI you_PPY 'd_VM be_VBI thinking_VVG I_PPIS1 think_VV0 eight_MC years_NNT2 would_VM be_VBI enough_RR really_RR	Playing a lengthy game of Risk	Discussing, explaining, inquiring, complaining, requesting, announcing, telling jokes	Revised	Texts not in Sample release	S0192 S0197 S0199	3	2014-09-27	3:31:46	In my mother's house in Bedford	2014 Q3	2014	Close family, partners, very close friends	ANON's parties, Risk, maps, recording, instructions, glasses, smells, playing the game, chocolate, music, alcohol, update versions, luck, place name mispronunciation, Genghis Khan, Christmas, children's skills, being young, having children, abortion, ethics, pregnancy tests, faith in doctors, Chinese medicine, sex, having your own child, child policy & sterilization, meeting people, happiness, Aaron	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=66	6089463	6089464
68	SJBX	you a hand gun yeah no it 's fine erm oi stop it no do n't do that --UNCLEARWORD you	're sat	there I did n't hear at first erm what did he say ? give you a hand gun he said	you_PPY a_AT1 hand_NN1 gun_NN1 yeah_UH no_UH it_PPH1 's_VBZ fine_JJ erm_UH oi_UH stop_VV0 it_PPH1 no_UH do_VD0 n't_XX do_VDI that_DD1 --UNCLEARWORD_FU you_PPY	're_VBR sat_VVN	there_RL I_PPIS1 did_VDD n't_XX hear_VVI at_RR21 first_RR22 erm_UH what_DDQ did_VDD he_PPHS1 say_VVI ?_YQUE give_VV0 you_PPY a_AT1 hand_NN1 gun_NN1 he_PPHS1 said_VVD	Family discussing “would you rather” game at the table around Christmas dinner.	Discussing, explaining, inquiring, complaining, anouncing, telling jokes	Revised	Texts not in Sample release	S0543 S0561 S0563 S0564 S0565 S0566 S0568 S0569 S0691	9	2015-12-25	1:04:17	In a small town, in speaker 8 and 9’s house.	2015 Q4	2015	Close family, partners, very close friends	Would you rather, random scenarios, mundane actions and activities	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=67	6117826	6117827
69	SJSC	I bet --ANONnameF loves that anyway erm but dad dad said does n't help does it ? no see I	was sitting	there and mum was jabbering away and I kept saying no I do n't understand that at all no no	I_PPIS1 bet_VV0 --ANONnameF_NP1 loves_VVZ that_DD1 anyway_RR erm_UH but_CCB dad_NN1 dad_NN1 said_VVD does_VDZ n't_XX help_VVI does_VDZ it_PPH1 ?_YQUE no_UH see_VV0 I_PPIS1	was_VBDZ sitting_VVG	there_RL and_CC mum_NN1 was_VBDZ jabbering_VVG away_RL and_CC I_PPIS1 kept_VVD saying_VVG no_UH I_PPIS1 do_VD0 n't_XX understand_VVI that_CST at_II all_DB no_AT no_AT	Catch-up with parents	Discussing, explaining, inquiring, complaining, advising, requesting, announcing, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0439 S0440 S0481	3	2015-10-09	0:50:47	Parent’s Home – Dining room	2015 Q4	2015	Close family, partners, very close friends	TV, Mum’s work, University, travelling, family, future plans, Cars, Christmas, holidays.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=68	6328643	6328644
70	SKGU	I know I know but when she suddenly miraculously has a c- a bathroom and a f- conservatory done I	'm sitting	there and I 'm thinking hang on a minute what if she turns ? but then if takes it out	I_PPIS1 know_VV0 I_PPIS1 know_VV0 but_CCB when_CS she_PPHS1 suddenly_RR miraculously_RR has_VHZ a_AT1 c-_FU a_AT1 bathroom_NN1 and_CC a_AT1 f-_FU conservatory_NN1 done_VDN I_PPIS1	'm_VBM sitting_VVG	there_RL and_CC I_PPIS1 'm_VBM thinking_VVG hang_VV0 on_RP a_AT1 minute_NNT1 what_DDQ if_CS she_PPHS1 turns_VVZ ?_YQUE but_CCB then_RT if_CS takes_VVZ it_PPH1 out_II21	Catch-up with mum	Discussing, explaining, inquiring, complaining, advising, annoucing, ancedote telling, making arrangements	Revised	Texts within Sample release	S0439 S0440	2	2015-12-06	0:34:00	Car	2015 Q4	2015	Close family, partners, very close friends	Redundancy, work, future weekend plans, gymming, grandad, eating habits, house extension, shopping.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=69	6560440	6560441
71	SKJH	there yeah mm it was was n't it ? on him all the time I think it was cos he	was sitting	behind the speaker were n't he ? yeah uhu mm god it 'll be interesting to know what 's gon	there_RL yeah_UH mm_UH it_PPH1 was_VBDZ was_VBDZ n't_XX it_PPH1 ?_YQUE on_II him_PPHO1 all_DB the_AT time_NNT1 I_PPIS1 think_VV0 it_PPH1 was_VBDZ cos_CS he_PPHS1	was_VBDZ sitting_VVG	behind_II the_AT speaker_NN1 were_VBDR n't_XX he_PPHS1 ?_YQUE yeah_UH uhu_UH mm_UH god_NN1 it_PPH1 'll_VM be_VBI interesting_JJ to_TO know_VVI what_DDQ 's_VBZ gon_VVGK	Walking round the garden and tea and cake	Discussing, explaining, inquiring	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-03-23	0:31:17	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Birds nests and feeders, cake, puppets, diabetes, old people	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=70	6610011	6610012
72	SKPP	soon as I saw her eyeing me I was purposefully brushing off any conversation he made with me and he	was standing	next to me and he kept making conversation and I was just like yeah and I was trying to be	soon_CS32 as_CS33 I_PPIS1 saw_VVD her_PPHO1 eyeing_VVG me_PPIO1 I_PPIS1 was_VBDZ purposefully_RR brushing_VVG off_II any_DD conversation_NN1 he_PPHS1 made_VVD with_IW me_PPIO1 and_CC he_PPHS1	was_VBDZ standing_VVG	next_II21 to_II22 me_PPIO1 and_CC he_PPHS1 kept_VVD making_VVG conversation_NN1 and_CC I_PPIS1 was_VBDZ just_RR like_RR yeah_UH and_CC I_PPIS1 was_VBDZ trying_VVG to_TO be_VBI	Friends chatting about general stuff	Discussing, Explaining	Revised	Texts within Sample release	S0202 S0208	2	2014-09-10	1:03:54	France	2014 Q3	2014	Close family, partners, very close friends	Internet followers, people leaving, along, talking about other friends	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=71	6677561	6677562
73	SKPP	but we had erm a next seminar together so I remember once she just thank you erm she as we	were standing	up to leave she was just like does anyone have to go to Making of the Modern World ? and	but_CCB we_PPIS2 had_VHD erm_UH a_AT1 next_MD seminar_NN1 together_RL so_RR I_PPIS1 remember_VV0 once_CS she_PPHS1 just_RR thank_VV0 you_PPY erm_UH she_PPHS1 as_CSA we_PPIS2	were_VBDR standing_VVG	up_RP to_TO leave_VVI she_PPHS1 was_VBDZ just_RR like_RR does_VDZ anyone_PN1 have_VHI to_TO go_VVI to_II Making_NN1 of_IO the_AT Modern_JJ World_NN1 ?_YQUE and_CC	Friends chatting about general stuff	Discussing, Explaining	Revised	Texts within Sample release	S0202 S0208	2	2014-09-10	1:03:54	France	2014 Q3	2014	Close family, partners, very close friends	Internet followers, people leaving, along, talking about other friends	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=72	6677776	6677777
74	SKRC	er an hour at the gym that will also mean that I will 've got him his breakfast he 'll	be sitting	there reading the paper and I can leave him for an hour reading the paper and then I can come	er_UH an_AT1 hour_NNT1 at_II the_AT gym_NN1 that_CST will_VM also_RR mean_VVI that_CST I_PPIS1 will_VM 've_VHI got_VVN him_PPHO1 his_APPGE breakfast_NN1 he_PPHS1 'll_VM	be_VBI sitting_VVG	there_RL reading_VVG the_AT paper_NN1 and_CC I_PPIS1 can_VM leave_VVI him_PPHO1 for_IF an_AT1 hour_NNT1 reading_VVG the_AT paper_NN1 and_CC then_RT I_PPIS1 can_VM come_VVI	Catch-up with parents	Discussing, explaining, inquiring, complaining, advising, requesting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0439 S0440 S0481	3	2015-11-18	1:17:33	Parents’ house – living and dining room	2015 Q4	2015	Close family, partners, very close friends	Living situation, work, food, rugby, friends, grandparents, future renovation to their house, Christmas presents. 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=73	6692250	6692251
75	SL8N	have to do the toys as well and she she we have to do the toys as well and she	's sitting	there giggling her head off we we fetch the big panda and then she go and fetch her panda yeah	have_VH0 to_TO do_VDI the_AT toys_NN2 as_RR21 well_RR22 and_CC she_PPHS1 she_PPHS1 we_PPIS2 have_VH0 to_TO do_VDI the_AT toys_NN2 as_RR21 well_RR22 and_CC she_PPHS1	's_VBZ sitting_VVG	there_RL giggling_VVG her_APPGE head_NN1 off_RP we_PPIS2 we_PPIS2 fetch_VV0 the_AT big_JJ panda_NN1 and_CC then_RT she_PPHS1 go_VV0 and_CC fetch_VV0 her_APPGE panda_NN1 yeah_UH	Chatting and tour of the garden	Discussing, explaining, inquiring, complaining	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-03-23	1:59:35	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Talking on Skype, eclipse, moving, tv licence, eating well, cosmos, black holes, beginnings of space, painting programme, being politically correct, plants, neighbours fencing, owl box, bamboo.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=74	6785440	6785441
76	SMW8	yeah it was really good cos like you think about it like mm all those people that died where you	're stood	that 's really mm bizarre but yeah no it was good I mean I like things like that I find	yeah_UH it_PPH1 was_VBDZ really_RR good_JJ cos_CS like_RR you_PPY think_VV0 about_II it_PPH1 like_RR mm_UH all_DB those_DD2 people_NN that_CST died_VVD where_RRQ you_PPY	're_VBR stood_VVN	that_DD1 's_VBZ really_RR mm_UH bizarre_JJ but_CCB yeah_UH no_UH it_PPH1 was_VBDZ good_JJ I_PPIS1 mean_VV0 I_PPIS1 like_VV0 things_NN2 like_II that_DD1 I_PPIS1 find_VV0	socialising with daughter and good friends	Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0255 S0256 S0260 S0316	4	2014-10-08	2:55:51	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Musical instruments, languages, ice skating, food, cooking, recipes, hospital/operations, work, relationships, dating, passports, citizenship, books, films, philosophy, TV programmes, motorbikes, travelling, wishes, rheumatism, ageing, technology, shopping, hearing aids, tax codes, working hours and overtime, weather (temperature), silly accidents.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=75	7366448	7366449
77	SMW8	but at the one in town it 's massive and you have to get a ticket and wait if you	're stood	there waiting for half an hour you can go straight to the front mm it 's a wonder other people	but_CCB at_II the_AT one_PN1 in_II town_NN1 it_PPH1 's_VBZ massive_JJ and_CC you_PPY have_VH0 to_TO get_VVI a_AT1 ticket_NN1 and_CC wait_VV0 if_CS you_PPY	're_VBR stood_VVN	there_RL waiting_VVG for_IF half_DB an_AT1 hour_NNT1 you_PPY can_VM go_VVI straight_RR to_II the_AT front_NN1 mm_UH it_PPH1 's_VBZ a_AT1 wonder_NN1 other_JJ people_NN	socialising with daughter and good friends	Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0255 S0256 S0260 S0316	4	2014-10-08	2:55:51	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Musical instruments, languages, ice skating, food, cooking, recipes, hospital/operations, work, relationships, dating, passports, citizenship, books, films, philosophy, TV programmes, motorbikes, travelling, wishes, rheumatism, ageing, technology, shopping, hearing aids, tax codes, working hours and overtime, weather (temperature), silly accidents.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=76	7391413	7391414
78	SMW8	so embarrassing it 's almost as bad as the time I shut the door on my head yes like I	was stood	and I went to shut the door and I had my foot there but not quite in the right place	so_RG embarrassing_JJ it_PPH1 's_VBZ almost_RR as_RG bad_JJ as_CSA the_AT time_NNT1 I_PPIS1 shut_VV0 the_AT door_NN1 on_II my_APPGE head_NN1 yes_UH like_RR I_PPIS1	was_VBDZ stood_VVN	and_CC I_PPIS1 went_VVD to_TO shut_VVI the_AT door_NN1 and_CC I_PPIS1 had_VHD my_APPGE foot_NN1 there_RL but_CCB not_XX quite_RG in_II the_AT right_JJ place_NN1	socialising with daughter and good friends	Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0255 S0256 S0260 S0316	4	2014-10-08	2:55:51	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Musical instruments, languages, ice skating, food, cooking, recipes, hospital/operations, work, relationships, dating, passports, citizenship, books, films, philosophy, TV programmes, motorbikes, travelling, wishes, rheumatism, ageing, technology, shopping, hearing aids, tax codes, working hours and overtime, weather (temperature), silly accidents.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=77	7394199	7394200
79	SP5U	the camping site we were having fun and boys of seventeen and eighteen just do silly things I had --ANONnameM	was standing	on the front bumper along with his mate and we had three on the running boards each side and four	the_AT camping_NN1 site_NN1 we_PPIS2 were_VBDR having_VHG fun_NN1 and_CC boys_NN2 of_IO seventeen_MC and_CC eighteen_MC just_RR do_VD0 silly_JJ things_NN2 I_PPIS1 had_VHD --ANONnameM_NP1	was_VBDZ standing_VVG	on_II the_AT front_JJ bumper_NN1 along_II21 with_II22 his_APPGE mate_NN1 and_CC we_PPIS2 had_VHD three_MC on_II the_AT running_JJ boards_NN2 each_DD1 side_NN1 and_CC four_MC	Back after shopping	Discussing 	Revised	Texts within Sample release	S0012 S0013	2	2014-10-03	0:29:43	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=78	7979597	7979598
80	SQ2D	he had it all falling out of his ears I got covered it was like it was snowing when you	were standing	up upwind of all the of all the stuff that was coming off the chainsaw yeah or downwind ? Upwind	he_PPHS1 had_VHD it_PPH1 all_DB falling_VVG out_II21 of_II22 his_APPGE ears_NN2 I_PPIS1 got_VVD covered_VVN it_PPH1 was_VBDZ like_RR it_PPH1 was_VBDZ snowing_VVG when_CS you_PPY	were_VBDR standing_VVG	up_RP upwind_NN1 of_IO all_DB the_AT of_IO all_DB the_AT stuff_NN1 that_CST was_VBDZ coming_VVG off_II the_AT chainsaw_NN1 yeah_UH or_CC downwind_RL ?_YQUE Upwind_VV0	Family have a chat about health and weather whilst having a cup of tea.	Discussing, complaining	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-04	0:24:09	ANON's home, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Health, weather, football, electronic goods	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=79	8268366	8268367
81	SQ2D	some kind of wind which way is down ? mm North and south which way was I standing ? you	were standing	facing south so I was north what what would you say if you were facing east ? southern wind so	some_DD kind_NN1 of_IO wind_NN1 which_DDQ way_NN1 is_VBZ down_RP ?_YQUE mm_UH North_ND1 and_CC south_ND1 which_DDQ way_NN1 was_VBDZ I_PPIS1 standing_VVG ?_YQUE you_PPY	were_VBDR standing_VVG	facing_JJ south_ND1 so_RR I_PPIS1 was_VBDZ north_ND1 what_DDQ what_DDQ would_VM you_PPY say_VVI if_CSW you_PPY were_VBDR facing_JJ east_ND1 ?_YQUE southern_JJ wind_NN1 so_RR	Family have a chat about health and weather whilst having a cup of tea.	Discussing, complaining	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-04	0:24:09	ANON's home, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Health, weather, football, electronic goods	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=80	8268419	8268420
